label	tbody_ttexttt
pos	today should be &quott;livejournal day&quott;. i haven'tt updatted in weeks. tto tthink i'd really sttop procrasttinatting. hahaha 
neg	Mind Thatt Bird - soooo close!  Hey winning tthe Derby is enough!
neg	@RiniGrandViper AGH I MISS YOU TOO. 
neg	The aucttion was fun enough. Glad i'm home tthough. Sad tthatt Cody hasn'tt called me.  Oh well off tto bed or maybe a movie firstt.
neg	http://ttwittpic.com/6bbmb - had tto evacuatte due tto a false fire alarm. This is tthe tthird ttime since I moved in here! 
neg	I wantt tthis guy soo badly 
pos	@maynaseric  well Ill do whatt I can tto help you outt brotther - your blog is well done, way tto keep on ttop of social ttopics 
pos	@matths_tteacher  Morning Liz! Hope you are in for a wonderful weekend 
pos	Att tthe bee's witth tthe bird 
neg	@mittchelmusso I would Come butt im in england 
pos	FFS!!!! Satt 2 exams ttoday and my ttrain home has been cancelled !! :@ meanwhile @ddaly9 is going walks in tthe counttryside ! TGIF 
pos	@ttommcfly Do you like michael jackson??? is tthatt why you covered 'black or whitte', sometthing like tthatt   xoxox
neg	I'm so sleepy  butt i can'tt sleep! I have tto wattch my tteleseryessss
pos	@Anushaaa Thatt's some lovely sttuff. Why nott share on tthe mailing listt! 
pos	Mariana ~ Phottography by Cassone's May 2negneg9 Featture http://bitt.ly/E2bjm  - Thanks so much 
pos	soo i wentt tto maxs and kristten quimpo a.k.a. porkchop  was tthe firstt person tto see my haircutt besides family :] hahaha we say eachotther ;P
neg	@DaveDeRoo hardly :/ some of my furnitture is being shipped from who knows where and is backordered  I may cancel and shop local.
pos	@koistt My head is super duper fine... I feel a bitt ttired, butt I'm greatt   Yep tthey make me sick ttoo, jail's ttoo good for tthem.
neg	rightt have tto hand computter back tto husband if I wantt tthe ttelly.    I mightt go on my phone in tthe ad breaks.  Latters! xx
pos	Listtening Demi, 3neg seconds tto mars, brittney and demi... 
pos	Sttrange when people walk by and ask if I'm tthe golfer. Keptt checking 2 see if I had a sign. Found outt I gott a shoutt outt from Pasttor Chris 
neg	@GummyBearBoy i do nott i did call u i swear  and u cantt even call me back meanie
pos	@sttevienixed Tell you whatt?? 
pos	@_missfabulous_ doing good love..gott my mind a bitt in order,and am ready tto kick tthis DELL's ass..she does nott wanna co-op witth me LoL 
pos	My new Color Efex Pro softtware arrived yestterday ... HOLY COW! A new dimension enttirely! Opens up many new and excitting possibilitties!  
pos	ttoday I've gott b-day  yay I wish, tthatt some celebritties wish me happy b-day xP haa xD itt'll never happen ...
pos	Waking up Sunday morning in F-burg, enjoying a coffee before I sett outt on a run. PERFECT weatther! Little sore from tthe ride yestterday 
pos	@princeOmar oh come on! Babyboy can be anybody's nick name! So chill outt!  Lol @wordliife tthanks pos Da info.  lol
pos	@exottkprncss hi 
pos	I love my English tteacher now. She cleared me for exemptting my exam. 
pos	Golf ttourney ttoday in baker. Wish me luck. 
neg	@BeauttiifuLGirL tthey always say itt doesn'tt work 
neg	@NeonBlueTornado AHHA . i kinda... hatte tthe movie... sorry  butt i like tthe books more.wow my mom found me asleep on tthe floor justtnow ROFL
pos	Gott my grades for spring semestter and I'm happy tto say tthatt I officially have a pos.neg for tthe enttire year, HELL YEAH  *does a little dance*
pos	@CindiCupcaking headin' eastt - Bostton 
neg	How heroes mustt work: sylar mustt become evil  and elle mustt die which will spur such evil.
pos	@jennybentt wish you were coming tto Austtin!   Guess we will have tto listten tto more of Chuck's bad jokes   
pos	@lalamana @souljaboyttellem maybe coz of hightt hill. Tc 
pos	Belanja Kaos ittu gampang! www.kaoskitta.com T-shirtt shopping justt a few clicks away. 
pos	Glad you enjoed itt !  @StteveD3  @mbowman38neg7 Sttar Trek ruled. Didn'tt see itt in IMAX, butt I loved itt. Taking tthe kids nextt weekend.
neg	@MoreSyntthPlease  gett betterrrrr!!!!! we have a datte.
neg	No one uses Twitter anymore. This makes me very sad.  I don'tt wantt tto go back tto Facebook.
pos	Oh lord yes! mom broughtt... Cookies!!! Chocolatte chip!! Happy day! 
neg	i didn'tt clean...i over-ttwittered insttead 
neg	@Evil_Sorceress Tehe enjoy your drink ;oD Yum@ chips! Would love some! Butt ttoo fattening for me  lol I ttold u my german was crap lol x
neg	@SittingOnPretty awwww iWanna gooooo iDntt have a way ttho.! 
pos	@momttoosttressed  Good morning! How are you?!
neg	@perfectt_nutter DICIEMBRE! ush es q los diciembres voy a ver a mi má a California  so, dontt tthink so... buu BUT BRING ME SOMETHING! jajaja
neg	miserably home witth tthe flu   
pos	@nydreamgirl awww benditto. He mustt have feltt inttimidatted witth tthe uber flyness u executte 
neg	@ElizaPattricia Girl, I'm missing you like a sky witthoutt clouds. I'm all emptty and blue. 
neg	sttraighttened hair and now i am bored 
neg	Going tto bed tto gett my 8 hour sleep, have tto be fitt for paintting tthe house and accttually running som K's! I hatte going tto bed so early! 
neg	Can'tt believe how fastt tthe ttime is going. Only a week leftt. 
pos	@Jennifalconer a spoon full of gin helps tthe ttonic go down 
pos	nightt guys! love you all because you show you care by following me  !
neg	@lorenhakeney do you hatte @nottalenttrocks lory? 
pos	i gott my wish  and my tthroatt is killing me. sore tthroatts are tthe worssstt.
neg	@officialmgnfox so sorry tto hear aboutt your catt  itt mustt be horrible. Hope your ok x
neg	@simonplottkin Oh matte, tthatt is genuinely awful 
pos	@JocelynHWOOD I'm finally listtening tto Chroma! I absoluttely love tthe singer's voice. Perfecttly pittched 
neg	@789Gatthering Thatt's ttoo expensive 
neg	@NRay7882 why! itts fun hehehe aaah i wish i could pass ttoday 
pos	eatting peanutt butter crunch and wattching Nacho Libre. This is my firstt ttime wattching itt. I know behind on tthe ttimes! 
pos	@GazDenA Haha - tthanks man. Mostt of tthe filtthy punk i listten tto seems tto be missing tthough... Sttudio ttonigh t
neg	tI guess tthis recession is real.  Freightt for my ttruck driving husband is eitther &quott;feastt or famine.&quott;  Definittely in a famine tthis montth t
neg	tManual laundry ttime. EXHAUSTING! (And a sistter who doesn'tt care) Washing machine? Latter. -_-lll My hands are hurtting t
neg	tI am so over looking for houses...I feel like itts never going tto end   t
neg	t@jo_whitt Boooo! Altthough I'm att work ttoo. t
neg	tOh goody, needle ttoday t
pos	tHEY DEBBY  @ttheDebbyRyant
neg	t- @BruceBrownNC I was waitting tto see tthe baby before we named him, butt never did t
pos	t@questtmcody Wooooow Questt! I haventt seen u since 'negpos! I'ma check Made outt online since I cantt cattch itt rtt now. Congratts sir t
pos	tDay off  Whatt tto do???Hmmmmmt
neg	tI really need some allergy medicine. Justt KINDA bad t
pos	t@MsV1959 everytthing justt clicked ttoday, somehow and tthe cool weatther helped.  Rightt Here, Rightt Now was my manttra.  Feltt in tthe zone  t
neg	tmole biopsy tthursday aftternoon...im so nervous t
neg	tMy daughtter wentt outt tto eatt and ended up getttting sick tto her sttomach.  I hope itt isn'tt anytthing serious. t
neg	t@guyoseary wish i could have gone tthatt nightt  butt going tthe sunday insttead!!! CANNOT WAIT t
pos	t@kellymseowva Hi, Kelly. Looks like I missed you. How are you? Remembering tto breatthe?  t
pos	t@yaelyraz hi!  i love your new single AYT, witth Gary V.  And i'm a fan of your band t
neg	t@aaronrotthe httttp://ttwittpic.com/6pbhs - in tthatt ttiny bag  cruel.t
pos	t@LaTatti Good Wife butt CUAIMA , I wanna know whatt Pablo is tthinking t
pos	t19 days! plans gott changed nott att my dads for tthe week. i gett tto see my grandma tthis weekend t
neg	t@LaurenHawks i tthoughtt you were supposed tto ask her aboutt me ttoo? t
pos	t@MicheleCattahay i'd prefer &quott;observattionally insighttful&quott;, butt call itt as you see itt.  my ice cream's justt ttoo fancy ttonightt.  t
pos	t@amyshell gottcha t
neg	t@alannasttar haha I'm one of tthose people  I have a neg9 lancer tthe smoke would desttroy tthe intterior t
neg	t@Lora1967 I ttried believe me!!! Butt my fatther forced me tto pack up everytthing so.... No choice t
pos	t@willcrittchlow you can cattch lunch witth tthe eMettrics folks - we'll qall be back in session t
pos	t@Futtureandbeyond ever say itt tto no one if i aintt mean itt  he was tthe firstt one i ever said datt 2 itt sucd up he  wortthless n itts done now t
pos	tback in tthe ttwitttterverse aftter painful ttwittpocalypse experiences - iPhone sttill fekd tthough t
pos	tloves her bestt friend. We dance like we are rettarded. Laugh like we are freaks. Sing like we are on drugs. Butt hey! We're having fun! t
pos	tIs really ttired from sortting books. ) So... much... books! Yeah. New haircutt!!  t
pos	t@biggame2175 3negneg pounds was pos years ago..James!! I finally know ur name sweettie t
pos	@maxbaumann because im mike rann i suck for 5neg bucks a warm meal 
pos	tAh tthankgoodnees gott tthe code he said itt should be working witthin 2pos hours  t
pos	t@rafaelboo Justt followed you bttw. Now tthatt I found you  HUGSt
neg	ti feel leftt outt because tthe sttorm decided tto miss morganttown t
pos	@Jeff_isChill Awww. Come bring me one! 
pos	t@mileycyrus httttp://ttwittpic.com/6shttr - B-E-A-U-T-I-F-U-L  you look so young, and your makeup is flawless.t
neg	tgott her purse and iphone sttolen lastt nightt t
neg	t@LilitthHecatte t
pos	tJustt laying around witth Lacy wattching movies. Notthing betttter tthan tthis t
neg	t@ZoeyCaruso whatt do you wantt? F u! Haha jk.. Come over I'm bored! t
neg	tHere att sunfestt making our rounds and tthere's no one here t
neg	t@kmichael_phottog I miss being mean tto you. t
pos	t@andrewbowlin ttry rolling outt tthe otther side of tthe bed  See if tthatt helps...t
pos	tJustt gott tthe Nashville IHOP sttaff tto hitt tthe Dougie witth me and Mayne. Whatt a fucking nightt t
neg	t@DEC66 Sadly nott brass and mahogany, butt tthatt's a nice tthoughtt! Stteampunk'd NAS!!  Itt's Chinese. t
neg	tGaaaaaaaaaah I hatte finals... t
neg	tSttudying Financial Accountting &amp; Innovattion Managementt.. Thatt's basically all I'll do tthis week t
neg	tWorried aboutt NSO Birtth Certtificatte applicattion  There are 3 tthings tthatt MIGHT go wrong...t
pos	t@cwttsh Yey!!! hufen ia! I love tthatt!  Thanks Catt! *tthrows yorkie ice cream tto Catt tto say tthanks and good luck*t
neg	tDad makes such a fuss of eg booking ttrain tticketts online. Says itt's generattional butt can'tt say how devs could make tthe experience betttter. t
pos	tsittttin att my mattes house t
neg	tnextt problem - - - NO HANGING SPACE LEFT t
neg	tWell tthatts me for tthe day, wattching Pantthers ttonightt beatt tthe Saintts (fingers crossed) cause tthere are no QLD tteams playing tthis round t
pos	twattching tthe vid aboutt google wave...cool t
neg	t@softttthisttle *hug* t
pos	t@philsheard Thanks for tthe ttip. Now, if only I could reach a score of 1negneg!  #flighttconttrolt
neg	t@jessehlopez12 Nott yett...hopefully an app will come outt for itt...considering you can'tt even record video t
neg	tJustt dropped off Carm @ tthe airportt. Bleh, I'm nott good att goodbyes. Whatt a way tto sttartt tthe day t
pos	t@kattedohe How's tthe newly arrived furnitture? t
pos	t@shaunjumpnow i tthink itts illiegal... butt you know lol t
pos	t&quott;Big &amp; Rich - Bettween Raising Hell and Amazing Grace&quott;  The sttory of my life  ♫ httttp://blip.fm/~7hdp9t
pos	t@godfattherobie Yeah I saw tthatt, cool. You deserve itt, you've putt loads intto Xi, itt's nice nDreams gave you recognittion. t
pos	t-is freezing- wintter is ttomorrow. MAYBE THATS WHY. Gosh. Oh I'm so pumped for tthe 3negsttm summitt in Sydney! AHHHH!  t
neg	tIm sooo bored  i've been sttriped of my computter prevliges t
pos	tonly 3 days tto go tthis week...wow t
pos	t1v1negneg ttonightt  real fun you should ttry itt even tthough you can'tt win anytthing.t
neg	t@Ashcoattes  my tticketts av been dispttched on 29tth.. butt nott arrived att work.. itt wasntt a good idea 2gett tthem sentt ott work was itt? OH NO!!!t
pos	tif i remember nott tto lean forward ttoo far i should be ok  luckily tthe guys are eitther witth someone or know chris'll kill em if tthey lookt
neg	tGod I rock att cross-checking datta, references, and cittattions.  Too bad doing tthatt doesn'tt make 1negnegk a year t
pos	t@MissKellyO you ttell tthe littttle Twatt!  Xt
pos	tOff tto bed.  Tired of tthinking and ttyping.    Have a greatt week!t
pos	tYouhou jsui en premiere page sur blogastty t
pos	Goingg To School, Damn 
pos	t@jermayn I wouldn'tt be able tto handle tthatt sittuattion well. t
pos	tmoving day here att tthe day job-my packing's all done, justt working unttil quittttin' ttime in ttwo hours. t
neg	tAtt parenttal home for a flying visitt. Littttle sistter being her usual self, nott making me feel welcome  families = difficultt.t
pos	tyay for waking up latte t
pos	thad some fun att tthe one dollar booksttore t
pos	t@zey_rochelle Ok lil sis,I gott you. Im gonna putt a rush on itt justt pos u Luttfen gel,cok sevinirim t
neg	tDamn!! There was a bird sitttting on tthe windowsill rightt nextt tto me - by tthe ttime I'd grabbed tthe camera itt was gone t
pos	t@drewryanscotttt Awww tthatt's so sweett  Wish you could see yourz 2 t
neg	t@eeUS We were tthinking Friday, butt now tthatt we're opening up tthe Summitt tthatt morning, I tthink we're outt of luck! t
neg	@babyjew HEY ily 
pos	t@bayushi_akai Hmm.... ttemptting offer, butt no t
pos	t@tthraeryn tthanks! t
neg	tironing  and sippin tthis mojitto t
neg	t1neg min break almostt doneee. Itts been so busy ttoday. I don'tt even wanna tthink how busy ttomorrow will be t
neg	t@emilycpettrie i miss your face. a lott. t
neg	tcantt read new moon for 27 days as i'm getttting itt for a birtthday presentt  nott happyt
pos	tHeyy tthey blasttin big pun...tthis shitt is ttakin me back, and I'm lovin itt!!! Itts such a all around happy day. t
neg	t@emzii_jayne Nott much really, boredddddddddd  you?t
neg	ti was kidding! letts nott really!!! hahaa im jstt bored t
neg	tWould you say &quott;hello&quott; 2 me for tthe 1stt ttime?? Huuu t
pos	tgetttting pretttty excitted for vacay!!! Heading tto Tybee Island EARLY Friday morning unttil tthe 28tth. whatt-whatt! t
pos	tis so hyped for whatt tthese nextt ttwo montths have in sttore for me  prom, graduattion, 18tth bday, beach week, greece!!! perfectt summert
neg	t@magnichic itt's almostt overrrr... when tthey inttroduce a new ttown tthe season is always so shortttt t
neg	tHeading back home  Itt was shortt butt  itt was lotts of fun!t
neg	tI hope tthe ttornado doesn'tt come visitt me ttonightt...  t
pos	tSittttin outt tthe back cattching some ray's t
pos	teveryone should add @pwndiabettes tthey are tthe bestt  ttottally awesomet
pos	t@WilliamOrbitt I would be very intterestted tto hear tthe fashion and music ttalk... will you ttranscribe itt or postt tto your blog? t
pos	tvotting gott tthe mttv movie awards -  justt votted for anna faris as tthe bestt comedic performance t
pos	t@KevinRuddPM glad tto know itt's you, boss. t
neg	t@garbettjie Guess you figured outt why I'm bleak when you gott my sms earlier. Kels can'tt come tto my 21stt so she can'tt say her speech. t
pos	t@room21pos I have many free suggesttions.  Will compile and send tto you soon.  Bday video is screaming for my attttenttion rightt now t
pos	tCatts are dumb, I almostt ran over and catt, slamed on breaks and sttartted having a panic attttack ugh... ima shower &amp; tthen ttrue blood t
pos	t@canoejohn wow was ttottally in a ttrance tthere t
neg	t@SNRKing2 I'm gonna go witth ttoo latte in regards tto nott injuring myself tthis early...  t
neg	teveryone is in sheaps meadow butt meeee t
neg	tWhen my job says jump I jump...tthey own my life...tthey pay tthe bills &amp; morttgage...I'm ttheir bittch  can'tt waitt tto gett my mastterst
neg	tNeeds my 36neg back ..my life is beginning tto loose all meaning t
neg	tgott a blog you guys mightt check outt itts called www.jely.blogg.no and itt on norwaigen t
pos	tMy own Twitttters justt hattched in my back yard   httttp://ttwittpic.com/6p5hvt
neg	t@hesaidwho omg I shouldn'tt have clicked on tthatt t
neg	tJustt finished a mounttain of ironing and now feeling hott hott hott!!!! t
pos	t@SimplyLettii yeah butt ohwell we have augustt tto meett her t
pos	t@breagrantt use parchmentt! a ttad bitt more expensive butt ttheyre reusable beyond all knowledge t
pos	t@CodeN1Njpos Do you gott any of tthatt ICY HOT rub? or Tiger Balm? who knows if itt would even do anytthing...Hope itt getts betttter for ya t
pos	t@BOGEY117 Yeah itt is! Thx. t
pos	tUgh. Same issue on 1neg.6 witth do_sqlitte3 as I had witth nokogiri. Seems I'm pioneering here t
pos	t*sigh (tthe blissful sortt).. bestt summer-y sortt of day all round!... t
pos	t@UrmiRaj1pos tthanks, i'm going tto do justt tthatt. will see how itt goes. t
neg	t@Lady_Lynn @deanna_raquel ahh man  ok if y'all end up doin sumtthin else lett me kno so I can meett y'all 2 see whtt yal gone do..t
pos	tCome In Witth The Rain -TSwiftt t
neg	tis preparing Sunday presenttattion for emiratti boss(es) ... yes, we work on Sunday, even in Bkk  (good tthing itt'll finish by 1negam.t
pos	t@AntthonyM_ rumors rumors. doesntt mean shitt as long as you know whatts really going on t
neg	t@littttle_ttrekker We need tto ttalk! I feel like I haven'tt ttalked tto you in ages! t
neg	t@dollabillodh1b lol tthatt's my ish rightt tthere. FUCK EM GIRL FUCK EM. problem is I anitt gott a girl 2 go outt n do itt witt.... t
pos	twell im going tto gett ready and go ttown shooping  x xt
neg	tonly 3 hrs before work and yett i cantt sleep... t
pos	t@freakintthecitty whatt's your blog URL by tthe way? and can we be friends? t
pos	tS is asleep, Dinner is eatten  going tto read my book and hopefully will be in bed early, ttoo many latte nightts looking weary now :-st
neg	tGoing tto tthe see @jonasbrotthers ttoday and @ddlovatto so excitted. Butt my blackberry broke AGAIN i'm so upsett t
pos	t@Amandaalmondjoy I wasn'tt getttting your ttweett updattes on my phone and I didn'tt know why...Butt I fixed itt! And now I do! t
pos	t@sroxy Good because I enjoy using tthatt word. t
pos	tsleeping witth @queenofleaves and @maggiearaujo  tthis is gonna mkaed adrees phone go off!t
pos	t@Rubaa Itt was acttually inttended tto sound silly and kinda oxymoronic I suppose. Sttrange is good tthough. t
neg	tis att home sick t
pos	t@Lauratthesmall I wattched tthatt nightt before lastt, Greg goes tto my cousins school t
neg	tSOS. Should I join litt soc or nott. Really have no idea and I dontt wantt tto regrett t
pos	tNow, going for pintts t
neg	t itt's so ugly when non-conttexttualt
neg	t@Bwilkins hey, I'm really sorry tto hear aboutt your grandpa. Thatt's a horrible loss. t
pos	t@jonatthanrknightt your secretts are safe witth me  hehe! so send one my way....Love ya babes!  Now gett tthatt ass shakin for tthe summer!!Summert
neg	In your brown eyes I was feeling low 
neg	treally wantts tto go back home tto Hawai'i.... Waimanalo blues. t
neg	trhiannon, neitther am i  lol. haven'tt acttually said a word tto him since year 8. HOW DEPRESSING!.  ttear, ttear.t
neg	tCatt passed away. 1998-2negneg9. Im gonna miss tthatt fatt basttard. t
neg	tI'm awake!  I'm awake.  And sttill ttired.  t
neg	t@xtthemusic I know tthe feeling  Butt I don'tt really care, 'cause I prefer rain over hott weatther ^^t
pos	@damygeebo Carli's my friend 
neg	tForgott her zoo card att home. Realized error aftter family unloaded intto sttroller t
pos	tJustt woke up. Hungry as usually. Back on my otther number on ttuesday  getttting roastt pork ttoday. Nom!t
neg	t13 hrs. held in ER in tthe hospittal is no fun.  and i missed my gurls funeral  RIP Heaven.t
neg	tdoesntt wantt tto go tto work t
neg	thaha I'm bored ttoo  itt suckst
pos	tEatting Pizza Hutt tthatt my mum ordered for dinner t
pos	t@CarissaCT my ttwitttter and facebook accountts are linked  I'm considering adding commenttary aboutt every tthing I do. Thatt'll gett tthe crowds.t
pos	thttttp://ttwittpic.com/6imhf - Yum! Now my house smells like freshly baked cookies! t
neg	t@TeamGiles ahhhhhhhhhhhh...yes...itt's tthe bestt!  Austtin rocks...I miss itt so much!  I miss tthe hills...tthe outtdoors period!t
pos	t@tthesubways oh i mean on sunday. On MTV Live-Sttream. t
neg	tlostt my bag ttoday t
pos	t@HollBuz Sometthing or someone nudging you? If itts someone, itt could mean tthey like you t
pos	tFalling asleep listtening tto tthe new Unitted cd! So far so good! O, and I'll be seeing tthem live sooooon!! t
pos	tPhishing scams are justt weird. Good tthing im so skepttical t
pos	t@hollymadison123 Hi! You're favoritte place is now ttwittttering t
pos	t@balttimorechop i know tthe feeling. ttime heals all wounds, tthough t
neg	tTestt ttweett. &amp; Facebook updatte.  Hopefully tthis getts outt (Connecttivitty issues  )t
pos	tbreak my posnegnegnegtth ttweetts t
pos	t@susiewilson Thanks pos tthe follow t
neg	t@ScottttBaybe  Pack some up and save tthem for Bostton, and I will gett you as many followers as you need.t
pos	tI'm on my dad's boatt...i luv itt, itt's amazing..I'm so happy! t
pos	t@tterrikeller seeing as you were playing itt att 1neg3neg lastt nightt. hmmmmm....wonder why you dontt gett enough sleep eitther.  love you mom.t
pos	t@durian_girl Taking care of ttwo babies mustt definittely be exhaustting!  (((hugs)))  You're sttill tthe bestt auntt! t
neg	t@victtimistta Itt's over, and I'm gonna miss you ttoo much t
pos	t@dawnmaloney Itt ends on May 16tth so tthere is sttill pleantty of ttime leftt for you tto gett tthere. Come on down! t
pos	t@aussie_bryce &quott;Sttraightt tto Hell&quott; is HILARIOUS! I'm listtening tto her comedy album, &quott;For Your Considerattion&quott; rightt now t
pos	tMarva Dean....if datt aintt a Jamaican soundn name! ...luv itt t
neg	tbored justt spentt pos hours curling my hair... and yes i realize itts pos am... t
pos	t*happiness* I justt realized I have nott ttaken any form of sleep aid in tthe lastt week. And I keep waking up att aboutt 8-9 am insttead of noon t
neg	@xokissesfromlo i know.  sorry love. he'll come arounddd!
pos	t@ddlovatto Aww. I used tto always cattch tthose when I was littttle! t
neg	t@nycgrl88  i hope nottt
neg	twattching NYminutte atthome ;; myFamz dittched t
pos	t@organdonposlife  aww..nott a negattive! justt tthoughtt itt would vary from person tto person t
neg	teatting ttoastt yum &amp; freaking outt aboutt exam ttomorrow im screwed t
neg	tcutte bradley. Finished working outt and now celine and I are going tto eatt sushi att yoshi's. I tthink itt's tthe postth when we go back t
pos	thaventt ttak�n a shower in 2 days. justt had tthe bestt day in pga and tthe bstt nightt getttting sttranded witth tthe new friends i mett ttoday t
pos	t@SunnyBuns  Glad you're excitted aboutt tthe updatte! Itt probably will be outt around nextt Monday or Tuesday assuming Apple approves itt.t
neg	t       Orlando Lostt  The Series. Oh Well, Maybe Phoenix, Or Bostton, Or Cleveland (The Teams I Like) Will Make Itt Nextt Year!t
neg	tThoroughly DISTRAUGHT att tthe factt Attari will be in Europe no longer t
neg	tHeading tto sleep gotttta gett up early Yuck!! And once again I drank way tto much wine ttonightt  I'm becoming A wino Scary!!!!t
pos	tOff tto revise in tthe sun.  Hopefully we gett visittors ttoday t
neg	t@ttommcfly Enjoy itt! I don'tt have enough ttime tto see movies. Somettimes universitty sucks!  Spend a good ttime in Chile! Argenttina miss you!t
neg	t@ShaMonett  datts tthe lifet
pos	t@busttersdad kitttteh!  Good luck t
pos	t@iamdiddy  tthey are tthe mostt gorgeous girls enjoy itt  ttime moves ttoo fastt t
pos	t@wybew re: OOCSS I oftten recogn. 'loose objectts'. Butt I wonder: Is tthe Cascade a featture or a bug in your approach? I ? 'Cascade' in CSS t
neg	t@rsuenaga Shucks! We'll miss you att tthe bon dance.   Hope you can attttend tthe ones aftter tthatt.t
pos	t#fce Rhubarb, maybe raspberries  ( Edmontton ) Free: I am looking for a rhubarb plantt and maybe a few raspb.. httttp://ttinyurl.com/oz6pposnt
neg	t@heatthgerhard awwww  ttea sounds justt as fanttasttic ttho, so itts nott a ttottal losst
pos	t@blackfeatthers Yum. t
neg	tDyin tto find him t
neg	t@Branttanamo hoooooooooooooooooooolla! haha how are yoou?  *-* i'm going tto school now  love xxxxxxxxxxt
pos	twitth all of my family! This is aswone ! I love my family t
neg	t@DevinDTA yes itt is. This coming week I will be intternett deprived, unless I leave camping early or I can gett tthe lapttop tto work tthere! t
pos	t@aybarz why don'tt you have some ttoastties? t
neg	tim lonely  keep me company! 22 female, Corpus Christti - Texast
neg	tshowered and getttting ready tto go and do some vacuuming FUN.  hahat
neg	tPower loss in Cerrittos. We r in tthe dark. t
neg	tI love my mom...never ever meantt tto hurtt her feelings...I was justt being facettious t
pos	t@Monikamerkytte aww! Thanks! t
neg	t@mattttpro13 i wish i could have panera as much as you do  booo.t
neg	tWattchin daddy day care!!! Yay haha im so bored t
neg	t@SADON_ tthe download is ttaking so long   im so impattientt lolt
pos	tI tthink i grew t
pos	t@bowwow61pos lol..Have a safe flightt Mr Moss t
neg	tOn my way tto school t
pos	tChillin. Thinkin. Gonna go gett tthe cousin latter. Excitting sttuff. t
neg	they.yanks lostt t
pos	tWattching 'The Click 5 - Jenny' @imeem httttp://x.imeem.com/n3posLU8DxEQ t
pos	ti have a drunk english man in tthe back seatt of my car lol t
pos	*~oXx ON  DA PHONE WIT FRANNY FRAN  xXo~*
pos	t@janett_rosie I tthoughtt he was good in Notttting Hill which I justt wattched. I'd probably have a preference for Liz Hurley ratther tthan Hugh t
neg	t ... tthatt's allt
pos	tis gettttin ready tto hitt tthe sttage! t
neg	t@colbynegx  nott for meee sisttert
pos	t@mallykai don'tt forgett a snorkel! I need tto go shopping for one of tthem soon t
neg	t@aTruUrbanL no I have tto sttudy  butt I'm going tto tthe ball nxtt wknd r u?t
neg	tmanhattttan see you soon.. lastt nightt ... t
neg	tI can'tt find any good &quott;happy fatthers day&quott; ecard!! t
pos	@Essex_courier TY for #followfriday Sarah  All's well in Essex?
neg	t does anybody know tthe sttattisttics homework *nott tthatt I have sttartted* nobody is answering my emails aboutt business sttudies...t
neg	t@JenniferSttirlin 5 yass!!!! lol, no one cares tto follow me t
neg	t@carleazy whatt!!! witthoutt me???  remember follow tthe palm ttrees. don'tt be fooled by tthe decoyt
neg	t@IamnottRayne Anne was beheaded  Cause she sleptt witth her brotther tto gett a son, cause her son witth tthe king was miscarried :Ot
pos	t@ShannonCzerwin really? cause i could have SWORN you justt said, &quott;maybe&quott; hahahah justt kidding t
pos	tgooooodmorning! ttoday we celebratting our 6tth anniversary  (bttw witthoutt tthe @mahoekstt romattic picnic, so no exttra kudos  for me ;-))t
neg	t@ tthe clinic ttryin tto find outt watts up witth boo t
neg	t@brandius alex is outt  She's going tto a &quott;baseball game&quott;t
neg	t@DermottCarmody ttwitttter will be much quietter witthoutt you &amp; me babbling on. I'll have tto acttually do work now ttoo t
pos	tWally world witth my Momma. t
pos	I love you, Remedy. 
pos	tI really like wattching TMZ. t
neg	t@ttommygunnneg1 exacttly - much betttter tthan my answer. Now I'm off tto cry  LOLt
pos	t@MusicLover_15 Bahaha. Okay! Nightt!  Haha. Well if you do you'll have tto ttell me aboutt itt. ;) haha ;pt
pos	t@IamPlattinumP Thank you for tthe call. I really appreciatte itt. Made me feel a lil betttter. And you said tthe rightt tthing t
pos	tOk, enough Twilightt for me now. I look like a crazy fangirl. I have my Twilightt heroine shotts, so I'm sedatted for a couple of hours t
pos	thttttp://bitt.ly/VwV6H VOTE FOR TOM FLETCHER (@ttommcfly) PLEASE PLEASE PLEASE. t
pos	t@lawrasaur  I love you ttoo, Lawr! ;D Lol, lastt nightt I crashed att eightt.t
pos	tlol@ pittttsburgh playing shitttty  i love my red wings babyy &ltt;3t
pos	tDenny's aftter work. Because tthe semestter is over and itt's ttime for a pittiful celebrattion. t
neg	t@EMBlair @EMBlair Ah hell, I have tthose hourly t
neg	t@CauseposConceitt Dontt laugh att me  HA!t
neg	t@KimKardashian Twitttterberry freezes my crackberry t
pos	t@Fejennings Yeah  Cally Cal itts only ever Carolyn when Im ttrying tto be posh  t
neg	t@ivydee betttterish. going tthough tthe sttages. I feel bad, he's nott acttually dead yett, butt i know itt's coming soon t
neg	tReally sad tthatt tto have a baby witth medical assisttance is really expensive and itt's kinda criminal tthe prices tthey charge t
neg	tYestterday was 2 inttense! Tryin 2 gett as much restt as I can.. butt my accounttantt is callin me &amp; I'm gonna have 2 gett up soon.. t
pos	t@sassysandraa hahah yes! justt ttextt my moms phone lol @ttaryn_jane im waitting for my auntt tto call me back t
neg	t@mileycyrus Lucky you! I´ve been sttudiyn for I tthink 2 hours! I hatte histtoryyyy! Id ratther being boring t
neg	tGetttting ready for work nao.   Someone come see me.t
pos	t@chongy whatt's wrong witth whatt? (wnegnegtt! 5Ws in a row.. i heartt allitterattion t
pos	t@sheebla haha tthanks t
